병원명,업무구분,대표전화,주소,위도,경도,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,일요일진료,데이터기준일자
삼정한의원,응급의료기관 이외 > 한의원,031-483-2480,"경기도 안산시 단원구 화랑로 123, 201호 (원곡동, 한화@상가)",37.3269353,126.8027655,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
경희수한의원,응급의료기관 이외 > 한의원,031-486-1075,"경기도 안산시 단원구 석수로5길 14, 2층 (선부동)",37.3431291,126.8059697,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~17:00,12:00~17:00,09:30~17:00,Y,2020-09-25
광제당한의원,응급의료기관 이외 > 한의원,031-411-4464,"경기도 안산시 단원구 선부광장1로 56, 214호,216호,217호 (선부동, 일성빌딩)",37.3365541,126.8107141,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~17:00,-,-,,2020-09-25
둘리한의원,응급의료기관 이외 > 한의원,031-402-6123,"경기도 안산시 단원구 선부광장1로 72, 304호 (선부동, 훼미리프라자)",37.3357267,126.8122422,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,10:00~16:00,,2020-09-25
연세아이소망여성의원,응급의료기관 이외 > 의원,031-365-5245,"경기도 안산시 단원구 고잔로 102, 501호 (고잔동, 대지스타타워)",37.3179378,126.839068,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,,2020-09-25
서민한의원,응급의료기관 이외 > 한의원,031-494-5520,경기도 안산시 단원구 원선로 49 (원곡동),37.3291526,126.7981175,09:30~19:00,09:30~19:00,09:30~19:00,14:00~21:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
차안과의원,응급의료기관 이외 > 의원,031-482-7008,"경기도 안산시 단원구 라성로 48, A동 301호 (원곡동, 보성상가)",37.3279186,126.801391,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,,2020-09-25
대부센타치과의원,응급의료기관 이외 > 치과의원,032-884-2875,"경기도 안산시 단원구 대부중앙로 110, 2층 일부 (대부북동)",37.2422173,126.5855898,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
M치과의원,응급의료기관 이외 > 치과의원,031-493-2895,"경기도 안산시 단원구 다문화길 18, 3층 (원곡동)",37.3296497,126.7906624,09:30~19:00,09:30~19:00,09:30~19:00,-,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,Y,2020-09-25
김비뇨기과의원,응급의료기관 이외 > 의원,031-484-1991,"경기도 안산시 단원구 예술대학로 9, 308호 (고잔동, 보배프라자)",37.3177883,126.8365104,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
미소만들기치과의원,응급의료기관 이외 > 치과의원,031-487-2879,"경기도 안산시 단원구 중앙대로 907 (고잔동, 안산종합상가)",37.3170906,126.8371847,14:00~21:00,10:30~19:00,14:00~21:00,10:30~19:00,10:30~19:00,09:30~14:30,-,-,,2020-09-25
라임프로치과의원,응급의료기관 이외 > 치과의원,031-8042-7701,"경기도 안산시 단원구 광덕대로 168, 신화타운 3층 301호 (고잔동)",37.3113004,126.8308131,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,-,-,-,,2020-09-25
다정한의원,응급의료기관 이외 > 한의원,031-481-8870,"경기도 안산시 단원구 지곡로 28, 1,2,3층 (선부동)",37.3375414,126.8042549,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
청담아이누리한의원,응급의료기관 이외 > 한의원,031-487-3275,"경기도 안산시 단원구 광덕대로 187, 310호 (고잔동, 장은타워)",37.3133409,126.8292967,10:00~18:00,10:00~18:00,14:00~19:30,10:00~18:00,10:00~18:00,09:00~16:30,-,10:00~17:00,,2020-09-25
공단서울치과의원,응급의료기관 이외 > 치과의원,031-433-2807,"경기도 안산시 단원구 번영1로 65, 201,202,203호 (성곡동)",37.3185693,126.7387025,09:30~18:30,09:30~21:30,09:30~18:30,09:30~21:30,09:30~18:30,09:30~13:30,-,-,,2020-09-25
유디치과의원,응급의료기관 이외 > 치과의원,031-401-5700,"경기도 안산시 단원구 광덕대로 162, 208~211호 (고잔동, 창진타운)",37.3107739,126.8307841,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:30,-,-,,2020-09-25
고잔이비인후과의원,응급의료기관 이외 > 의원,031-411-5075,경기도 안산시 단원구 광덕동로 55 (고잔동),37.3093634,126.8323028,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,09:00~11:00,,2020-09-25
맥치과의원,응급의료기관 이외 > 치과의원,031-401-7528,경기도 안산시 단원구 광덕대로 174 (고잔동),37.3119044,126.8310271,10:00~21:00,10:00~19:00,10:00~19:00,10:00~21:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
고려정외과의원,응급의료기관 이외 > 의원,031-487-9897,경기도 안산시 단원구 광덕3로 178 (고잔동),37.3120156,126.8323442,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
건강한미래항외과의원,응급의료기관 이외 > 의원,031-414-8275,경기도 안산시 단원구 광덕2로 185 (고잔동),37.3098803,126.8313619,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:30,-,-,,2020-09-25
강남피부과의원,응급의료기관 이외 > 의원,031-507-0060,경기도 안산시 단원구 고잔2길 45 (고잔동),37.3178788,126.8360893,10:00~20:30,10:00~19:00,10:00~19:00,14:00~20:30,10:00~19:00,10:00~14:00,-,-,,2020-09-25
기치과의원,응급의료기관 이외 > 치과의원,031-410-2388,"경기도 안산시 단원구 화정로 6, 204호 (선부동, 삼희프라자)",37.3322068,126.8134344,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:30,-,-,,2020-09-25
남경한의원,응급의료기관 이외 > 한의원,031-292-8575,"경기도 안산시 단원구 원곡로 44, 2층 (원곡동)",37.3308695,126.7934649,09:00~21:00,09:00~19:30,09:00~21:00,09:00~19:30,09:00~21:00,-,-,-,,2020-09-25
노블클래식의원,응급의료기관 이외 > 의원,031-403-1121,"경기도 안산시 단원구 고잔로 88, 605호 (고잔동)",37.3187701,126.8360079,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~21:00,09:00~15:00,-,-,,2020-09-25
도원한의원,응급의료기관 이외 > 한의원,031-483-5075,"경기도 안산시 단원구 초지로 100, 204호 (초지동, 세종프라자)",37.3076951,126.815214,09:30~18:30,09:30~18:30,09:30~16:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
원곡보건지소,응급의료기관 이외 > 보건지소,031-481-3605,"경기도 안산시 단원구 부부로 43 (원곡동, 안산시외국인주민센터)",37.3322806,126.7902964,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
경락한의원,응급의료기관 이외 > 한의원,031-401-1075,경기도 안산시 단원구 선부로 195 (선부동),37.3418095,126.816687,09:00~20:00,09:00~18:00,09:00~20:00,09:00~18:00,09:00~20:00,09:00~13:00,-,-,,2020-09-25
풍도보건진료소,응급의료기관 이외 > 보건진료소,032-858-9290,"경기도 안산시 단원구 풍도2길 4, 1층 (풍도동)",37.1115317,126.392405,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
굿이비인후과의원,응급의료기관 이외 > 의원,031-439-5075,"경기도 안산시 단원구 고잔로 88, 606호 (고잔동)",37.3187701,126.8360079,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
김재덕성형외과의원,응급의료기관 이외 > 의원,031-410-4300,"경기도 안산시 단원구 고잔1길 40, 4층 402호 (고잔동, 동원빌딩)",37.3179976,126.83772,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
길맨비뇨기과의원,응급의료기관 이외 > 의원,031-487-7582,"경기도 안산시 단원구 중앙대로 907, 1동 4층 1401호 (고잔동, 안산종합상가)",37.3170906,126.8371847,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:30,-,-,,2020-09-25
경혜신소아과의원,응급의료기관 이외 > 의원,031-485-1063,"경기도 안산시 단원구 예술대학로 83, 202호 (고잔동)",37.3243646,126.8370883,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,,2020-09-25
꾸러기소아청소년과의원,응급의료기관 이외 > 의원,031-482-6900,"경기도 안산시 단원구 선부광장1로 82 (선부동, 서림프라자)",37.3355598,126.812643,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
단원맑은안과의원,응급의료기관 이외 > 의원,031-8040-5588,"경기도 안산시 단원구 원포공원1로 20, 203,204호 (초지동, JC빌딩)",37.3003343,126.8132315,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
김안과의원,응급의료기관 이외 > 의원,031-410-7744,"경기도 안산시 단원구 선부광장1로 70, 304호 (선부동)",37.3359013,126.8119296,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
에스정형외과의원,응급의료기관 이외 > 의원,031-482-7588,"경기도 안산시 단원구 예술대학로 17, 411~412호,414~415호 (고잔동, 중앙노블레스)",37.3185883,126.8364913,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
멘파워비뇨기과의원,응급의료기관 이외 > 의원,031-411-5700,"경기도 안산시 단원구 광덕4로 112, 302~304호 (고잔동, 슈마프라자)",37.3151069,126.8247637,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~14:00,-,-,,2020-09-25
김태준내과의원,응급의료기관 이외 > 의원,031-483-7575,"경기도 안산시 단원구 원선로 50, 406호 (원곡동, 벽산상가)",37.3285104,126.7996578,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
김장호성형외과의원,응급의료기관 이외 > 의원,031-486-2006,"경기도 안산시 단원구 예술대학로 17, 518호 (고잔동, 중앙노블레스빌딩)",37.3189078,126.836693,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~15:30,-,-,,2020-09-25
강남의원,응급의료기관 이외 > 의원,031-491-6666,"경기도 안산시 단원구 원선1로 38, 상가동 206~210호 (초지동, )",37.3262273,126.8040359,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~16:00,-,-,,2020-09-25
김영수비뇨기과의원,응급의료기관 이외 > 의원,031-403-6467,"경기도 안산시 단원구 선부광장1로 62, 303,304호 (선부동)",37.3362437,126.8112934,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
기분조은이비인후과의원,응급의료기관 이외 > 의원,031-486-4652,"경기도 안산시 단원구 선부광장1로 56, 308호 (선부동, 일성미즈마트)",37.336532,126.810714,09:00~19:00,09:00~19:00,14:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
우리가족치과의원,응급의료기관 이외 > 치과의원,031-475-2080,경기도 안산시 단원구 초지로 90 (초지동),37.3066974,126.8151055,10:00~19:00,10:00~21:00,10:00~19:00,10:00~21:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
건강한치과의원,응급의료기관 이외 > 치과의원,031-402-9926,"경기도 안산시 단원구 인현중앙길 16, 대동상가201호 (고잔동)",37.3227018,126.8214829,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
예원치과의원,응급의료기관 이외 > 치과의원,031-439-2875,"경기도 안산시 단원구 초지동로 7, 201호 (초지동, 한남스포랜드)",37.3043695,126.8161871,09:30~19:00,09:30~21:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~14:00,-,-,,2020-09-25
e-편한치과의원,응급의료기관 이외 > 치과의원,031-401-2772,"경기도 안산시 단원구 고잔로 54, 409-411호 (고잔동, 에이스타워)",37.3190069,126.8320462,09:30~18:00,09:30~18:00,09:30~18:00,09:30~20:30,09:30~18:00,09:30~13:30,-,-,,2020-09-25
미드림의원,응급의료기관 이외 > 의원,031-410-5700,"경기도 안산시 단원구 광덕3로 167, 301,302호 (고잔동, 신영프라자)",37.312517,126.832132,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~21:00,10:00~16:00,-,-,,2020-09-25
나래치과의원,응급의료기관 이외 > 치과의원,031-411-4331,"경기도 안산시 단원구 선부광장1로 56, 302호 (선부동, 일성이즈마트)",37.336532,126.810714,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
명치과의원,응급의료기관 이외 > 치과의원,031-494-3197,"경기도 안산시 단원구 원곡로 40, 2,3층 (원곡동)",37.3305836,126.7932675,10:00~20:00,10:00~18:00,10:00~18:00,10:00~19:30,10:00~18:00,10:00~13:00,-,-,,2020-09-25
예스치과의원,응급의료기관 이외 > 치과의원,031-495-2873,"경기도 안산시 단원구 원곡로 1, 2층 (원곡동)",37.3277889,126.7907385,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-,-,,2020-09-25
고잔우리들소아과의원,응급의료기관 이외 > 의원,031-411-5005,"경기도 안산시 단원구 초지로 100 305호 (초지동, 세종프라자)",37.3632453,126.7304037,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,09:00~17:00,09:00~17:00,Y,2020-09-25
듀오치과의원,응급의료기관 이외 > 치과의원,031-484-2828,"경기도 안산시 단원구 고잔1길 16, 301~302호 (고잔동, 중앙마케이트빌딩)",37.3179515,126.8351571,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
중앙안산의원,응급의료기관 이외 > 의원,031-486-0151,경기도 안산시 단원구 선부광장1로 56 (선부동),37.3365541,126.8107141,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,,2020-09-25
대부명성한의원,응급의료기관 이외 > 한의원,032-886-8081,"경기도 안산시 단원구 대부중앙로 110, 1층 1호,2호 (대부북동)",37.2422173,126.5855898,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
루르드여성의원,응급의료기관 이외 > 의원,031-439-2079,경기도 안산시 단원구 광덕대로 174 (고잔동),37.3119044,126.8310271,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,-,,2020-09-25
미플러스치과의원,응급의료기관 이외 > 치과의원,031-485-7527,"경기도 안산시 단원구 광덕동로 55, 305층 (고잔동, 21세기프라자)",37.3093136,126.8323798,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~13:00,-,-,,2020-09-25
베리굿치과의원,응급의료기관 이외 > 치과의원,031-439-6975,경기도 안산시 단원구 와동로 19 (와동),37.3325712,126.8273894,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
두리연합의원,응급의료기관 이외 > 의원,031-411-0606,"경기도 안산시 단원구 라성로 36, B동 201호 (원곡동)",37.3271917,126.8008523,09:00~20:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~20:00,09:00~17:00,10:00~14:00,10:00~14:00,Y,2020-09-25
바른이박상민치과의원,응급의료기관 이외 > 치과의원,031-492-2875,경기도 안산시 단원구 예술대학로 17 (고잔동),37.3185883,126.8364913,10:00~19:00,10:00~19:00,10:00~20:00,-,10:00~19:00,09:00~14:00,-,-,,2020-09-25
예쁜마음치과의원,응급의료기관 이외 > 치과의원,031-494-7940,경기도 안산시 단원구 신길로1길 86 (신길동),37.3305654,126.7870591,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:00,-,-,,2020-09-25
온누리치과의원,응급의료기관 이외 > 치과의원,031-412-2228,경기도 안산시 단원구 선부로 201,37.3418275,126.8174982,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
화이트치과의원,응급의료기관 이외 > 치과의원,031-8040-5880,경기도 안산시 단원구 원포공원1로 20 (초지동),37.3003343,126.8132315,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
e-아름다운치과의원,응급의료기관 이외 > 치과의원,031-411-2876,"경기도 안산시 단원구 라성안길 17, 303-1호 (원곡동, 베스트프라자)",37.3277113,126.8023345,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:00,-,-,,2020-09-25
미소가아름다운치과의원,응급의료기관 이외 > 치과의원,031-503-2275,"경기도 안산시 단원구 광덕3로 178, 303호 (고잔동, 화승타운)",37.312267,126.831403,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:30,-,-,,2020-09-25
사랑샘의원,응급의료기관 이외 > 의원,031-402-7533,"경기도 안산시 단원구 초지동로 7, 203호 (초지동, 한남스포랜드)",37.3043695,126.8161871,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
예인치과의원,응급의료기관 이외 > 치과의원,031-480-2875,"경기도 안산시 단원구 원초로 30, 307호 (원곡동, 보성프라자)",37.3286163,126.8016323,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
한결치과의원,응급의료기관 이외 > 치과의원,031-485-2800,"경기도 안산시 단원구 선부광장1로 72, 305호 (선부동, 훼미리프라자)",37.3357267,126.8122422,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-,,2020-09-25
홍한의원,응급의료기관 이외 > 한의원,031-401-0990,"경기도 안산시 단원구 선부광장1로 30, 305~308호 (선부동, 단원프라자)",37.3362313,126.8084532,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
라임한의원,응급의료기관 이외 > 의원,031-418-7575,"경기도 안산시 단원구 고잔로 88, 702,703,704호 (고잔동)",37.3187701,126.8360079,09:30~19:00,09:30~20:00,09:30~19:00,09:30~20:00,09:30~13:00,09:30~13:00,-,-,,2020-09-25
의료법인세창의료재단우성한의원,응급의료기관 이외 > 한의원,031-412-3016,경기도 안산시 단원구 고잔로 58-10 (고잔동),37.318408,126.832005,09:30~15:30,09:30~15:30,09:30~15:30,09:30~15:30,09:30~15:30,09:30~13:00,-,-,,2020-09-25
대아의료재단한도병원,지역응급의료센터 > 종합병원,031-8040-1114,경기도 안산시 단원구 선부광장로 103 (선부동),37.334018,126.8076137,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-,,2020-09-25
루카스건강검진센터닥터송내과의원,응급의료기관 이외 > 의원,1833-5113,"경기도 안산시 단원구 광덕2로 164, 164-4, 4층 (고잔동)",37.3096135,126.8283383,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~13:00,-,-,,2020-09-25
이용주산부인과의원,응급의료기관 이외 > 의원,031-494-9856,"경기도 안산시 단원구 화랑로 71, 2층 (원곡동)",37.3284822,126.7975889,09:30~18:30,09:30~18:30,09:30~18:30,09:30~17:00,-,09:30~14:00,-,-,,2020-09-25
